urban,geo1_ca2011,age,sex,marst,nativity,citizen,yrsimm,edattain,labforce,occisco,hrswork1,inctot,incearn
urban,british columbia,49,female,married/in union,foreign-born,naturalized citizen,41,less than primary completed,"yes, in the labor force",clerks,0 hours,27000,8900
rural,british columbia,16,male,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force",service workers and shop and market sales,16 hours,5000,5000
urban,ontario,20,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",elementary occupations,20 hours,6700,6700
rural,saskatchewan,61,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,12500,0
rural,quebec,58,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,0 hours,43600,1000
urban,ontario,52,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,20 hours,18400,17700
urban,british columbia,22,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,40 hours,40800,40800
urban,ontario,21,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,0 hours,7500,6600
rural,quebec,62,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,47000,0
urban,quebec,38,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,35 hours,65500,65500
urban,quebec,79,female,widowed,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,20200,0
urban,new brunswick,30,male,single/never married,foreign-born,not a citizen,1,university completed,"yes, in the labor force","legislators, senior officials and managers",40 hours,53700,42700
urban,alberta,53,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,40 hours,81700,79000
urban,ontario,42,female,married/in union,foreign-born,not a citizen,3,secondary completed,"yes, in the labor force",service workers and shop and market sales,40 hours,21600,21600
rural,quebec,77,female,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,9200,0
urban,quebec,66,female,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,18100,0
rural,new brunswick,30,female,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"no, not in the labor force",professionals,0 hours,55400,55400
urban,british columbia,63,male,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,74700,0
rural,manitoba,47,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,30 hours,24100,20800
urban,british columbia,68,male,married/in union,foreign-born,naturalized citizen,41,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,12600,0
rural,ontario,67,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,10400,0
urban,british columbia,60,male,widowed,foreign-born,naturalized citizen,33,secondary completed,"yes, in the labor force",professionals,3 hours,45200,24900
rural,ontario,18,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,40 hours,13900,13900
urban,british columbia,47,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,35 hours,124200,118000
urban,ontario,57,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",crafts and related trades workers,0 hours,150100,60600
urban,alberta,29,female,married/in union,foreign-born,naturalized citizen,8,secondary completed,"yes, in the labor force",service workers and shop and market sales,40 hours,17100,14300
urban,ontario,23,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,30 hours,25900,25200
rural,ontario,57,female,married/in union,foreign-born,naturalized citizen,41,secondary completed,"yes, in the labor force",professionals,35 hours,100,0
urban,quebec,23,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",professionals,0 hours,6800,5600
urban,ontario,31,female,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,44 hours,36900,36000
rural,alberta,44,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",plant and machine operators and assemblers,50 hours,84800,84700
urban,british columbia,57,male,married/in union,foreign-born,naturalized citizen,41,secondary completed,"yes, in the labor force",professionals,40 hours,57300,52700
urban,ontario,43,female,married/in union,foreign-born,naturalized citizen,38,university completed,"yes, in the labor force",professionals,35 hours,125800,123700
urban,british columbia,77,male,married/in union,foreign-born,naturalized citizen,41,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,27000,0
unknown,prince edward island,58,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",clerks,0 hours,49300,46300
rural,quebec,64,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"no, not in the labor force",niu (not in universe),0 hours,47500,0
urban,manitoba,67,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",professionals,0 hours,48100,12300
rural,british columbia,48,male,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",crafts and related trades workers,70 hours,66800,36900
urban,british columbia,25,female,single/never married,foreign-born,naturalized citizen,8,secondary completed,"yes, in the labor force",service workers and shop and market sales,8 hours,28200,27700
rural,new brunswick,45,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force","legislators, senior officials and managers",0 hours,70000,70000
urban,ontario,49,male,married/in union,foreign-born,naturalized citizen,18,secondary completed,"yes, in the labor force",plant and machine operators and assemblers,40 hours,45500,43900
urban,quebec,50,female,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force","legislators, senior officials and managers",35 hours,100500,99300
